Tanggal,Nomor Hari,Hari,Bulan,Tahun,Nama Service,Harga
4/13/2022,13,Wednesday,April,2022,potong rambut + cuci,40000
4/13/2022,13,Wednesday,April,2022,potong rambut + cuci,40000
4/13/2022,13,Wednesday,April,2022,potong rambut + cuci,40000
4/13/2022,13,Wednesday,April,2022,potong rambut + cuci,40000
4/13/2022,13,Wednesday,April,2022,potong rambut + cuci,40000
4/13/2022,13,Wednesday,April,2022,potong rambut + cuci,40000
4/13/2022,13,Wednesday,April,2022,potong rambut,35000
4/13/2022,13,Wednesday,April,2022,cat rambut,250000
4/13/2022,13,Wednesday,April,2022,cat rambut,150000
4/14/2022,14,Thursday,April,2022,potong rambut,35000
4/14/2022,14,Thursday,April,2022,potong rambut,35000
4/14/2022,14,Thursday,April,2022,potong rambut + cuci,40000
4/14/2022,14,Thursday,April,2022,potong rambut + cuci,40000
4/14/2022,14,Thursday,April,2022,potong rambut + cuci,40000
4/14/2022,14,Thursday,April,2022,potong rambut + cuci,40000
4/14/2022,14,Thursday,April,2022,potong rambut + cuci,40000
4/14/2022,14,Thursday,April,2022,creambath anak,50000
4/14/2022,14,Thursday,April,2022,creambath,55000
4/14/2022,14,Thursday,April,2022,potong rambut anak,30000
4/15/2022,15,Friday,April,2022,potong rambut + cuci,40000
4/15/2022,15,Friday,April,2022,potong rambut + cuci,40000
4/15/2022,15,Friday,April,2022,potong rambut + cuci,40000
4/15/2022,15,Friday,April,2022,potong rambut + cuci,40000
4/15/2022,15,Friday,April,2022,potong rambut + cuci,40000
4/15/2022,15,Friday,April,2022,potong rambut + cuci,40000
4/15/2022,15,Friday,April,2022,potong rambut + cuci,40000
4/15/2022,15,Friday,April,2022,potong rambut,35000
4/15/2022,15,Friday,April,2022,potong rambut anak,30000
4/15/2022,15,Friday,April,2022,potong rambut anak cowo,25000
4/15/2022,15,Friday,April,2022,cat rambut (obat bawa sendiri),90000
4/15/2022,15,Friday,April,2022,totok + facial,100000
4/15/2022,15,Friday,April,2022,catok,30000
4/15/2022,15,Friday,April,2022,creambath + catok,85000
4/15/2022,15,Friday,April,2022,perm (keriting),250000
4/16/2022,16,Saturday,April,2022,potong rambut,35000
4/16/2022,16,Saturday,April,2022,potong rambut,35000
4/16/2022,16,Saturday,April,2022,potong poni,15000
4/16/2022,16,Saturday,April,2022,catok + cuci,35000
4/16/2022,16,Saturday,April,2022,creambath,55000
4/16/2022,16,Saturday,April,2022,potong rambut anak cowo,25000
4/16/2022,16,Saturday,April,2022,potong rambut anak cowo,25000
4/16/2022,16,Saturday,April,2022,potong rambut,35000
4/16/2022,16,Saturday,April,2022,potong rambut + cuci,40000
4/16/2022,16,Saturday,April,2022,potong rambut + cuci,40000
4/16/2022,16,Saturday,April,2022,potong rambut + cuci,40000
4/16/2022,16,Saturday,April,2022,potong rambut + cuci,40000
4/17/2022,17,Sunday,April,2022,potong rambut + cuci,40000
4/17/2022,17,Sunday,April,2022,potong rambut + cuci,40000
4/17/2022,17,Sunday,April,2022,potong rambut + cuci,40000
4/17/2022,17,Sunday,April,2022,potong rambut + cuci,40000
4/17/2022,17,Sunday,April,2022,potong rambut + cuci,40000
4/17/2022,17,Sunday,April,2022,potong rambut + cuci,40000
4/17/2022,17,Sunday,April,2022,catok + cuci,35000
4/17/2022,17,Sunday,April,2022,potong rambut + cuci + catok,70000
4/17/2022,17,Sunday,April,2022,potong rambut + cuci,40000
4/17/2022,17,Sunday,April,2022,potong rambut + cuci,40000
4/17/2022,17,Sunday,April,2022,potong rambut + cuci,40000
4/17/2022,17,Sunday,April,2022,potong rambut,35000
4/17/2022,17,Sunday,April,2022,potong rambut,35000
4/17/2022,17,Sunday,April,2022,potong rambut,35000
4/17/2022,17,Sunday,April,2022,totok + facial,100000
4/17/2022,17,Sunday,April,2022,totok + facial,100000
4/17/2022,17,Sunday,April,2022,potong rambut + cuci + catok,70000
4/17/2022,17,Sunday,April,2022,cat rambut (obat bawa sendiri),90000
4/17/2022,17,Sunday,April,2022,smothing,350000
4/17/2022,17,Sunday,April,2022,cat rambut,200000
4/17/2022,17,Sunday,April,2022,potong rambut + cuci + catok,70000
4/17/2022,17,Sunday,April,2022,facial,50000
4/17/2022,17,Sunday,April,2022,totok,50000
4/17/2022,17,Sunday,April,2022,creambath,55000
4/17/2022,17,Sunday,April,2022,creambath,55000
4/17/2022,17,Sunday,April,2022,smothing,350000
4/18/2022,18,Monday,April,2022,potong rambut anak,30000
4/18/2022,18,Monday,April,2022,potong rambut + cuci,40000
4/18/2022,18,Monday,April,2022,potong rambut + cuci,40000
4/18/2022,18,Monday,April,2022,potong rambut + cuci + catok,70000
4/18/2022,18,Monday,April,2022,creambath anak,50000
4/18/2022,18,Monday,April,2022,potong rambut,35000
4/18/2022,18,Monday,April,2022,alis,20000
4/19/2022,19,Tuesday,April,2022,potong rambut + cuci,40000
4/19/2022,19,Tuesday,April,2022,potong rambut + cuci,40000
4/19/2022,19,Tuesday,April,2022,potong rambut + cuci,40000
4/19/2022,19,Tuesday,April,2022,potong rambut + cuci,40000
4/19/2022,19,Tuesday,April,2022,potong rambut + cuci,40000
4/19/2022,19,Tuesday,April,2022,potong rambut + cuci,40000
4/19/2022,19,Tuesday,April,2022,blow,25000
4/19/2022,19,Tuesday,April,2022,potong rambut,35000
4/19/2022,19,Tuesday,April,2022,cat rambut (obat bawa sendiri),90000
4/19/2022,19,Tuesday,April,2022,cat rambut,200000
4/19/2022,19,Tuesday,April,2022,potong rambut,35000
4/19/2022,19,Tuesday,April,2022,smothing,350000
4/20/2022,20,Wednesday,April,2022,potong rambut + cuci,40000
4/20/2022,20,Wednesday,April,2022,potong rambut + cuci,40000
4/20/2022,20,Wednesday,April,2022,potong rambut + cuci,40000
4/20/2022,20,Wednesday,April,2022,potong rambut + cuci,40000
4/20/2022,20,Wednesday,April,2022,potong rambut + cuci,40000
4/20/2022,20,Wednesday,April,2022,potong rambut,35000
4/20/2022,20,Wednesday,April,2022,potong rambut,35000
4/20/2022,20,Wednesday,April,2022,cat rambut,500000
4/21/2022,21,Thursday,April,2022,smothing,400000
4/21/2022,21,Thursday,April,2022,potong rambut + cuci,40000
4/21/2022,21,Thursday,April,2022,potong rambut + cuci,40000
4/21/2022,21,Thursday,April,2022,smothing,500000
4/21/2022,21,Thursday,April,2022,smothing,500000
4/21/2022,21,Thursday,April,2022,catok + cuci,35000
4/21/2022,21,Thursday,April,2022,catok + cuci,35000
4/21/2022,21,Thursday,April,2022,catok,30000
4/21/2022,21,Thursday,April,2022,creambath anak,50000
4/21/2022,21,Thursday,April,2022,hair spa,65000
4/21/2022,21,Thursday,April,2022,potong rambut + cuci + catok,70000
4/22/2022,22,Friday,April,2022,potong rambut,35000
4/22/2022,22,Friday,April,2022,potong rambut,35000
4/22/2022,22,Friday,April,2022,potong rambut,35000
4/22/2022,22,Friday,April,2022,potong rambut,35000
4/22/2022,22,Friday,April,2022,potong rambut,35000
4/22/2022,22,Friday,April,2022,potong rambut + cuci,40000
4/22/2022,22,Friday,April,2022,potong rambut + cuci,40000
4/22/2022,22,Friday,April,2022,potong rambut + cuci,40000
4/22/2022,22,Friday,April,2022,potong rambut + cuci,40000
4/22/2022,22,Friday,April,2022,smothing,450000
4/22/2022,22,Friday,April,2022,potong rambut anak,30000
4/22/2022,22,Friday,April,2022,potong rambut anak,30000
4/23/2022,23,Saturday,April,2022,potong rambut + cuci,40000
4/23/2022,23,Saturday,April,2022,potong rambut + cuci,40000
4/23/2022,23,Saturday,April,2022,potong rambut + cuci,40000
4/23/2022,23,Saturday,April,2022,potong rambut + cuci,40000
4/23/2022,23,Saturday,April,2022,potong rambut + cuci,40000
4/23/2022,23,Saturday,April,2022,potong rambut + cuci,40000
4/23/2022,23,Saturday,April,2022,potong rambut + cuci,40000
4/23/2022,23,Saturday,April,2022,potong rambut + cuci,40000
4/23/2022,23,Saturday,April,2022,potong rambut,35000
4/23/2022,23,Saturday,April,2022,creambath,55000
4/23/2022,23,Saturday,April,2022,cat rambut,140000
4/23/2022,23,Saturday,April,2022,potong rambut + cuci + catok,70000
4/23/2022,23,Saturday,April,2022,catok + cuci,35000
4/23/2022,23,Saturday,April,2022,catok,30000
4/23/2022,23,Saturday,April,2022,cat rambut,300000
4/23/2022,23,Saturday,April,2022,totok + facial,90000
4/23/2022,23,Saturday,April,2022,hair spa,60000
4/23/2022,23,Saturday,April,2022,cat rambut,250000
4/23/2022,23,Saturday,April,2022,cat rambut,250000
4/23/2022,23,Saturday,April,2022,smothing,250000
4/23/2022,23,Saturday,April,2022,cat rambut,500000
4/24/2022,24,Sunday,April,2022,potong rambut,35000
4/24/2022,24,Sunday,April,2022,potong rambut,35000
4/24/2022,24,Sunday,April,2022,potong rambut + cuci,40000
4/24/2022,24,Sunday,April,2022,potong rambut + cuci,40000
4/24/2022,24,Sunday,April,2022,potong rambut + cuci,40000
4/24/2022,24,Sunday,April,2022,potong rambut + cuci,40000
4/24/2022,24,Sunday,April,2022,potong rambut + cuci,40000
4/24/2022,24,Sunday,April,2022,potong rambut + cuci,40000
4/24/2022,24,Sunday,April,2022,potong rambut + cuci,40000
4/24/2022,24,Sunday,April,2022,potong rambut + cuci + tonic,50000
4/24/2022,24,Sunday,April,2022,cat rambut,400000
4/25/2022,25,Monday,April,2022,potong rambut,35000
4/25/2022,25,Monday,April,2022,potong rambut,35000
4/25/2022,25,Monday,April,2022,potong rambut + cuci + catok,70000
4/25/2022,25,Monday,April,2022,creambath + catok,85000
4/25/2022,25,Monday,April,2022,potong rambut + cuci,40000
4/25/2022,25,Monday,April,2022,catok variasi,35000
4/25/2022,25,Monday,April,2022,potong rambut + cuci,40000
4/25/2022,25,Monday,April,2022,potong rambut + cuci,40000
4/25/2022,25,Monday,April,2022,smothing,300000
4/25/2022,25,Monday,April,2022,potong rambut,35000
4/25/2022,25,Monday,April,2022,cat rambut,275000
4/25/2022,25,Monday,April,2022,smothing,350000
4/26/2022,26,Tuesday,April,2022,potong rambut + cuci,40000
4/26/2022,26,Tuesday,April,2022,potong rambut + cuci,40000
4/26/2022,26,Tuesday,April,2022,potong rambut + cuci,40000
4/26/2022,26,Tuesday,April,2022,potong rambut + cuci,40000
4/26/2022,26,Tuesday,April,2022,potong rambut + cuci,40000
4/26/2022,26,Tuesday,April,2022,potong rambut + cuci,40000
4/26/2022,26,Tuesday,April,2022,cat rambut,300000
4/26/2022,26,Tuesday,April,2022,catok + cuci,35000
4/26/2022,26,Tuesday,April,2022,catok,30000
4/26/2022,26,Tuesday,April,2022,catok + cuci,35000
4/26/2022,26,Tuesday,April,2022,smothing,250000
4/26/2022,26,Tuesday,April,2022,cat rambut,250000
4/26/2022,26,Tuesday,April,2022,sambung rambut,300000
4/26/2022,26,Tuesday,April,2022,potong rambut,35000
4/27/2022,27,Wednesday,April,2022,potong rambut,35000
4/27/2022,27,Wednesday,April,2022,potong rambut,35000
4/27/2022,27,Wednesday,April,2022,potong rambut + cuci,40000
4/27/2022,27,Wednesday,April,2022,potong rambut + cuci,40000
4/27/2022,27,Wednesday,April,2022,potong rambut + cuci,40000
4/27/2022,27,Wednesday,April,2022,potong rambut + cuci,40000
4/27/2022,27,Wednesday,April,2022,potong rambut + cuci,40000
4/27/2022,27,Wednesday,April,2022,potong rambut + cuci,40000
4/27/2022,27,Wednesday,April,2022,potong rambut + cuci + tonic,50000
4/27/2022,27,Wednesday,April,2022,potong rambut + cuci + catok variasi,75000
4/27/2022,27,Wednesday,April,2022,potong poni,15000
4/27/2022,27,Wednesday,April,2022,hair spa,65000
4/27/2022,27,Wednesday,April,2022,smothing,450000
4/27/2022,27,Wednesday,April,2022,potong rambut anak,30000
4/27/2022,27,Wednesday,April,2022,potong rambut anak,30000
4/27/2022,27,Wednesday,April,2022,catok,30000
4/27/2022,27,Wednesday,April,2022,cat rambut,300000
4/27/2022,27,Wednesday,April,2022,cat rambut,300000
4/28/2022,28,Thursday,April,2022,potong rambut + cuci,40000
4/28/2022,28,Thursday,April,2022,potong rambut + cuci,40000
4/28/2022,28,Thursday,April,2022,potong rambut + cuci,40000
4/28/2022,28,Thursday,April,2022,potong rambut + cuci,40000
4/28/2022,28,Thursday,April,2022,potong rambut + cuci,40000
4/28/2022,28,Thursday,April,2022,hair spa,65000
4/28/2022,28,Thursday,April,2022,potong poni,15000
4/28/2022,28,Thursday,April,2022,cat rambut (obat bawa sendiri),95000
4/28/2022,28,Thursday,April,2022,potong rambut,35000
4/28/2022,28,Thursday,April,2022,potong rambut,35000
4/28/2022,28,Thursday,April,2022,potong rambut,35000
4/28/2022,28,Thursday,April,2022,catok + cuci,35000
4/28/2022,28,Thursday,April,2022,catok + cuci,35000
4/28/2022,28,Thursday,April,2022,catok + cuci,35000
4/28/2022,28,Thursday,April,2022,smothing,400000
4/28/2022,28,Thursday,April,2022,smothing,370000
4/28/2022,28,Thursday,April,2022,cat rambut,500000
4/28/2022,28,Thursday,April,2022,cat rambut,200000
4/29/2022,29,Friday,April,2022,potong rambut + cuci,40000
4/29/2022,29,Friday,April,2022,potong rambut + cuci,40000
4/29/2022,29,Friday,April,2022,potong rambut + cuci,40000
4/29/2022,29,Friday,April,2022,potong rambut + cuci,40000
4/29/2022,29,Friday,April,2022,alis,20000
4/29/2022,29,Friday,April,2022,perm (keriting),200000
4/29/2022,29,Friday,April,2022,potong rambut,35000
4/29/2022,29,Friday,April,2022,potong rambut,35000
4/29/2022,29,Friday,April,2022,potong rambut,35000
4/29/2022,29,Friday,April,2022,potong rambut,35000
4/29/2022,29,Friday,April,2022,cat rambut (obat bawa sendiri),50000
4/29/2022,29,Friday,April,2022,smothing,500000
4/29/2022,29,Friday,April,2022,cat rambut,500000
4/29/2022,29,Friday,April,2022,potong rambut anak cowo,25000
4/29/2022,29,Friday,April,2022,potong rambut anak cowo,25000
4/29/2022,29,Friday,April,2022,potong rambut,35000
4/29/2022,29,Friday,April,2022,potong rambut,35000
4/29/2022,29,Friday,April,2022,potong rambut + cuci,40000
4/29/2022,29,Friday,April,2022,potong rambut + cuci,40000
4/29/2022,29,Friday,April,2022,potong rambut + cuci,40000
4/29/2022,29,Friday,April,2022,potong rambut + cuci,40000
4/29/2022,29,Friday,April,2022,potong rambut + cuci,40000
4/29/2022,29,Friday,April,2022,potong rambut + cuci,40000
4/29/2022,29,Friday,April,2022,potong rambut + cuci,40000
4/29/2022,29,Friday,April,2022,cat rambut,300000
4/29/2022,29,Friday,April,2022,sambung rambut,250000
4/30/2022,30,Saturday,April,2022,potong rambut + cuci,40000
4/30/2022,30,Saturday,April,2022,potong rambut + cuci,40000
4/30/2022,30,Saturday,April,2022,potong rambut + cuci,40000
4/30/2022,30,Saturday,April,2022,potong rambut + cuci,40000
4/30/2022,30,Saturday,April,2022,potong rambut + cuci,40000
4/30/2022,30,Saturday,April,2022,potong rambut + cuci,40000
4/30/2022,30,Saturday,April,2022,potong rambut + cuci,40000
4/30/2022,30,Saturday,April,2022,potong rambut + cuci,40000
4/30/2022,30,Saturday,April,2022,cat rambut,100000
4/30/2022,30,Saturday,April,2022,potong rambut anak,30000
4/30/2022,30,Saturday,April,2022,cat rambut (obat bawa sendiri),90000
4/30/2022,30,Saturday,April,2022,catok variasi + cuci,40000
4/30/2022,30,Saturday,April,2022,potong rambut + cuci + tonic,50000
4/30/2022,30,Saturday,April,2022,catok,30000
4/30/2022,30,Saturday,April,2022,cat rambut,450000
4/30/2022,30,Saturday,April,2022,smothing,400000
4/30/2022,30,Saturday,April,2022,totok,60000
4/30/2022,30,Saturday,April,2022,facial,50000
4/30/2022,30,Saturday,April,2022,potong rambut + cuci + tonic,50000
4/30/2022,30,Saturday,April,2022,totok + facial,100000
5/1/2022,1,Sunday,May,2022,potong rambut + cuci,40000
5/1/2022,1,Sunday,May,2022,potong rambut + cuci,40000
5/1/2022,1,Sunday,May,2022,potong rambut + cuci,40000
5/1/2022,1,Sunday,May,2022,potong rambut + cuci,40000
5/1/2022,1,Sunday,May,2022,potong rambut + cuci,40000
5/1/2022,1,Sunday,May,2022,potong rambut + cuci,40000
5/1/2022,1,Sunday,May,2022,potong rambut + cuci,40000
5/1/2022,1,Sunday,May,2022,potong rambut + cuci,40000
5/1/2022,1,Sunday,May,2022,potong rambut + cuci,40000
5/1/2022,1,Sunday,May,2022,potong rambut,35000
5/1/2022,1,Sunday,May,2022,potong rambut,35000
5/1/2022,1,Sunday,May,2022,potong rambut + cuci,40000
5/1/2022,1,Sunday,May,2022,hair spa,65000
5/1/2022,1,Sunday,May,2022,potong rambut + cuci,40000
5/1/2022,1,Sunday,May,2022,potong rambut + cuci,40000
5/1/2022,1,Sunday,May,2022,smothing,450000
5/1/2022,1,Sunday,May,2022,potong rambut + cuci + catok,70000
5/1/2022,1,Sunday,May,2022,catok + cuci,35000
5/1/2022,1,Sunday,May,2022,alis,20000
5/1/2022,1,Sunday,May,2022,totok,40000
5/1/2022,1,Sunday,May,2022,potong rambut,35000
5/1/2022,1,Sunday,May,2022,potong rambut anak cowo,25000
5/4/2022,4,Wednesday,May,2022,potong rambut,35000
5/4/2022,4,Wednesday,May,2022,potong rambut,35000
5/4/2022,4,Wednesday,May,2022,potong rambut,35000
5/4/2022,4,Wednesday,May,2022,potong rambut,35000
5/4/2022,4,Wednesday,May,2022,potong rambut + cuci,40000
5/4/2022,4,Wednesday,May,2022,potong rambut + cuci,40000
5/4/2022,4,Wednesday,May,2022,potong rambut + cuci,40000
5/4/2022,4,Wednesday,May,2022,potong rambut + cuci,40000
5/4/2022,4,Wednesday,May,2022,catok + cuci,35000
5/4/2022,4,Wednesday,May,2022,catok variasi + cuci,40000
5/4/2022,4,Wednesday,May,2022,potong rambut + cuci + catok,70000
5/6/2022,6,Friday,May,2022,potong rambut + cuci,40000
5/6/2022,6,Friday,May,2022,potong rambut + cuci,40000
5/6/2022,6,Friday,May,2022,potong rambut + cuci,40000
5/6/2022,6,Friday,May,2022,potong rambut + cuci,40000
5/6/2022,6,Friday,May,2022,potong rambut + cuci,40000
5/6/2022,6,Friday,May,2022,potong rambut + cuci,40000
5/6/2022,6,Friday,May,2022,potong rambut + cuci,40000
5/6/2022,6,Friday,May,2022,potong rambut + cuci,40000
5/6/2022,6,Friday,May,2022,perm (keriting),225000
5/6/2022,6,Friday,May,2022,catok,30000
5/6/2022,6,Friday,May,2022,potong rambut,35000
5/6/2022,6,Friday,May,2022,potong rambut,35000
5/6/2022,6,Friday,May,2022,potong rambut,35000
5/6/2022,6,Friday,May,2022,creambath anak,50000
5/6/2022,6,Friday,May,2022,creambath,55000
5/6/2022,6,Friday,May,2022,catok variasi,35000
5/6/2022,6,Friday,May,2022,cat rambut,300000
5/6/2022,6,Friday,May,2022,potong rambut anak,30000
5/6/2022,6,Friday,May,2022,cat rambut,100000
5/6/2022,6,Friday,May,2022,perm (keriting),100000
5/6/2022,6,Friday,May,2022,potong rambut + cuci + catok,70000
5/7/2022,7,Saturday,May,2022,cat rambut (obat bawa sendiri),100000
5/7/2022,7,Saturday,May,2022,cat rambut (obat bawa sendiri),100000
5/7/2022,7,Saturday,May,2022,potong rambut,35000
5/7/2022,7,Saturday,May,2022,potong rambut,35000
5/7/2022,7,Saturday,May,2022,potong rambut anak cowo,25000
5/7/2022,7,Saturday,May,2022,potong rambut,35000
5/7/2022,7,Saturday,May,2022,potong rambut,35000
5/7/2022,7,Saturday,May,2022,potong rambut + cuci,40000
5/7/2022,7,Saturday,May,2022,potong rambut + cuci,40000
5/7/2022,7,Saturday,May,2022,potong rambut + cuci,40000
5/7/2022,7,Saturday,May,2022,potong rambut + cuci,40000
5/7/2022,7,Saturday,May,2022,potong rambut + cuci,40000
5/7/2022,7,Saturday,May,2022,potong rambut + cuci,40000
5/7/2022,7,Saturday,May,2022,potong rambut + cuci,40000
5/7/2022,7,Saturday,May,2022,potong rambut + cuci,40000
5/7/2022,7,Saturday,May,2022,potong rambut + cuci,40000
5/7/2022,7,Saturday,May,2022,potong rambut + cuci,40000
5/7/2022,7,Saturday,May,2022,potong rambut + cuci,40000
5/7/2022,7,Saturday,May,2022,potong rambut + cuci,40000
5/7/2022,7,Saturday,May,2022,potong rambut + cuci,40000
5/7/2022,7,Saturday,May,2022,creambath,55000
5/7/2022,7,Saturday,May,2022,hair spa,65000
5/7/2022,7,Saturday,May,2022,totok,50000
5/7/2022,7,Saturday,May,2022,facial,50000
5/8/2022,8,Sunday,May,2022,potong rambut + cuci + catok,70000
5/8/2022,8,Sunday,May,2022,catok + cuci,35000
5/8/2022,8,Sunday,May,2022,potong poni,20000
5/8/2022,8,Sunday,May,2022,potong rambut + cuci,40000
5/8/2022,8,Sunday,May,2022,potong rambut + cuci,40000
5/8/2022,8,Sunday,May,2022,potong rambut + cuci,40000
5/8/2022,8,Sunday,May,2022,potong rambut + cuci,40000
5/8/2022,8,Sunday,May,2022,potong rambut + cuci,40000
5/8/2022,8,Sunday,May,2022,potong rambut + cuci,40000
5/8/2022,8,Sunday,May,2022,potong rambut + cuci,40000
5/8/2022,8,Sunday,May,2022,potong rambut + cuci,40000
5/8/2022,8,Sunday,May,2022,potong rambut + cuci,40000
5/8/2022,8,Sunday,May,2022,potong rambut + cuci,40000
5/8/2022,8,Sunday,May,2022,catok + cuci,35000
5/8/2022,8,Sunday,May,2022,hair spa,65000
5/8/2022,8,Sunday,May,2022,catok variasi,35000
5/8/2022,8,Sunday,May,2022,hair spa,65000
5/8/2022,8,Sunday,May,2022,totok,30000
5/8/2022,8,Sunday,May,2022,potong rambut,35000
5/8/2022,8,Sunday,May,2022,cat rambut,500000
5/9/2022,9,Monday,May,2022,creambath,55000
5/9/2022,9,Monday,May,2022,catok variasi + cuci,40000
5/9/2022,9,Monday,May,2022,smothing,350000
5/9/2022,9,Monday,May,2022,potong rambut + cuci,40000
5/9/2022,9,Monday,May,2022,potong rambut + cuci,40000
5/9/2022,9,Monday,May,2022,potong rambut + cuci,40000
5/9/2022,9,Monday,May,2022,potong rambut + cuci,40000
5/9/2022,9,Monday,May,2022,potong rambut + cuci,40000
5/9/2022,9,Monday,May,2022,potong rambut + cuci,40000
5/9/2022,9,Monday,May,2022,potong rambut + cuci,40000
5/9/2022,9,Monday,May,2022,potong rambut,35000
5/9/2022,9,Monday,May,2022,cat rambut,120000
5/10/2022,10,Tuesday,May,2022,potong rambut + cuci,40000
5/10/2022,10,Tuesday,May,2022,potong rambut + cuci,40000
5/10/2022,10,Tuesday,May,2022,potong rambut + cuci,40000
5/10/2022,10,Tuesday,May,2022,potong rambut + cuci,40000
5/10/2022,10,Tuesday,May,2022,potong rambut + cuci,40000
5/10/2022,10,Tuesday,May,2022,potong rambut + cuci,40000
5/10/2022,10,Tuesday,May,2022,potong rambut + cuci,40000
5/10/2022,10,Tuesday,May,2022,potong rambut + cuci,40000
5/10/2022,10,Tuesday,May,2022,potong rambut + cuci,40000
5/10/2022,10,Tuesday,May,2022,potong rambut anak,30000
5/10/2022,10,Tuesday,May,2022,catok,30000
5/10/2022,10,Tuesday,May,2022,cat rambut,300000
5/10/2022,10,Tuesday,May,2022,smothing,150000
5/10/2022,10,Tuesday,May,2022,potong poni,20000
5/10/2022,10,Tuesday,May,2022,cat rambut,150000
5/10/2022,10,Tuesday,May,2022,potong rambut,35000
5/11/2022,11,Wednesday,May,2022,potong rambut + cuci + tonic,50000
5/11/2022,11,Wednesday,May,2022,potong rambut,35000
5/11/2022,11,Wednesday,May,2022,blow,25000
5/11/2022,11,Wednesday,May,2022,creambath,55000
5/11/2022,11,Wednesday,May,2022,potong rambut + cuci,40000
5/11/2022,11,Wednesday,May,2022,potong rambut + cuci,40000
5/11/2022,11,Wednesday,May,2022,potong rambut + cuci,40000
5/11/2022,11,Wednesday,May,2022,cat rambut,300000
5/11/2022,11,Wednesday,May,2022,potong rambut + cuci + catok,70000
5/11/2022,11,Wednesday,May,2022,potong poni,20000
5/11/2022,11,Wednesday,May,2022,smothing,400000
5/11/2022,11,Wednesday,May,2022,cat rambut,550000
5/12/2022,12,Thursday,May,2022,potong rambut + cuci,40000
5/12/2022,12,Thursday,May,2022,potong rambut + cuci,40000
5/12/2022,12,Thursday,May,2022,potong rambut + cuci,40000
5/12/2022,12,Thursday,May,2022,potong rambut + cuci,40000
5/12/2022,12,Thursday,May,2022,sambung rambut,200000
5/12/2022,12,Thursday,May,2022,potong rambut + cuci + catok,70000
5/12/2022,12,Thursday,May,2022,potong rambut + cuci,40000
5/12/2022,12,Thursday,May,2022,potong rambut,35000
5/12/2022,12,Thursday,May,2022,potong rambut,35000
5/12/2022,12,Thursday,May,2022,potong rambut anak,30000
5/12/2022,12,Thursday,May,2022,potong rambut anak,30000
5/12/2022,12,Thursday,May,2022,potong poni,20000
5/12/2022,12,Thursday,May,2022,cat rambut,150000
5/12/2022,12,Thursday,May,2022,potong rambut + cuci + catok,70000
5/12/2022,12,Thursday,May,2022,potong rambut + cuci + catok,70000
5/12/2022,12,Thursday,May,2022,hair spa + catok catok,90000
5/13/2022,13,Friday,May,2022,potong rambut,35000
5/13/2022,13,Friday,May,2022,potong rambut,35000
5/13/2022,13,Friday,May,2022,potong rambut,35000
5/13/2022,13,Friday,May,2022,potong rambut + cuci,40000
5/13/2022,13,Friday,May,2022,potong rambut + cuci,40000
5/13/2022,13,Friday,May,2022,potong rambut + cuci,40000
5/13/2022,13,Friday,May,2022,potong rambut + cuci + tonic,50000
5/13/2022,13,Friday,May,2022,potong rambut + cuci + tonic,50000
5/13/2022,13,Friday,May,2022,potong rambut + cuci + tonic,50000
5/13/2022,13,Friday,May,2022,potong poni,15000
5/13/2022,13,Friday,May,2022,catok + cuci,35000
5/13/2022,13,Friday,May,2022,potong rambut + cuci + catok,70000
5/13/2022,13,Friday,May,2022,cat rambut,150000
5/14/2022,14,Saturday,May,2022,potong rambut + cuci,40000
5/14/2022,14,Saturday,May,2022,potong rambut + cuci,40000
5/14/2022,14,Saturday,May,2022,potong rambut,35000
5/14/2022,14,Saturday,May,2022,potong rambut,35000
5/14/2022,14,Saturday,May,2022,potong rambut,35000
5/14/2022,14,Saturday,May,2022,potong rambut,35000
5/14/2022,14,Saturday,May,2022,potong rambut,35000
5/14/2022,14,Saturday,May,2022,hair spa,65000
5/14/2022,14,Saturday,May,2022,potong rambut anak,30000
5/14/2022,14,Saturday,May,2022,potong rambut anak cowo,25000
5/14/2022,14,Saturday,May,2022,hair spa,65000
5/14/2022,14,Saturday,May,2022,potong rambut + cuci + catok,70000
5/14/2022,14,Saturday,May,2022,potong rambut + catok,65000
5/14/2022,14,Saturday,May,2022,hair spa + catok catok,90000
5/14/2022,14,Saturday,May,2022,catok,30000
5/15/2022,15,Sunday,May,2022,potong rambut + cuci,40000
5/15/2022,15,Sunday,May,2022,creambath,55000
5/15/2022,15,Sunday,May,2022,creambath,55000
5/15/2022,15,Sunday,May,2022,potong rambut,35000
5/15/2022,15,Sunday,May,2022,cat rambut (obat bawa sendiri),50000
5/16/2022,16,Monday,May,2022,potong rambut,35000
5/16/2022,16,Monday,May,2022,potong rambut,35000
5/16/2022,16,Monday,May,2022,potong rambut,35000
5/16/2022,16,Monday,May,2022,potong rambut,35000
5/16/2022,16,Monday,May,2022,potong rambut + cuci,40000
5/16/2022,16,Monday,May,2022,potong rambut + cuci,40000
5/16/2022,16,Monday,May,2022,potong rambut + cuci,40000
5/16/2022,16,Monday,May,2022,potong rambut + cuci,40000
5/16/2022,16,Monday,May,2022,potong poni,20000
5/16/2022,16,Monday,May,2022,cat rambut,110000
5/16/2022,16,Monday,May,2022,creambath,55000
5/16/2022,16,Monday,May,2022,creambath,55000
5/16/2022,16,Monday,May,2022,creambath,55000
5/16/2022,16,Monday,May,2022,creambath,55000
5/16/2022,16,Monday,May,2022,potong rambut anak,30000
